month,trades,wins,losses,win_rate,pnl_sum,pnl_mean,pnl_median,cum_pnl
2019-12-31,5,3,2,60.0,3.386984669999152,0.6773969339998305,0.4293811200000287,3.386984669999152
2020-01-31,31,8,23,25.81,186.3041448099979,6.009811122903158,-0.6066948800000094,189.69112947999704
2020-02-29,23,8,15,34.78,-13.039252829998228,-0.5669240360868795,-0.7688364399999829,176.65187664999883
2020-03-31,39,22,17,56.41,500.2102754700044,12.825904499230882,0.3269662000000889,676.8621521200032
2020-04-30,30,14,16,46.67,97.45907373999378,3.2486357913331263,-0.09727600000000425,774.321225859997
2020-05-31,23,7,16,30.43,18.956817529996723,0.8242094578259445,-2.8439774999998235,793.2780433899936
2020-06-30,29,3,26,10.34,-89.08548775999667,-3.071913371034368,-2.054929499999939,704.192555629997
2020-07-31,16,3,13,18.75,-34.45161309999946,-2.1532258187499664,-1.2413104749999064,669.7409425299975
2020-08-31,20,2,18,10.0,-82.48207996000224,-4.124103998000112,-3.02478759000001,587.2588625699952
2020-09-30,44,21,23,47.73,326.54379892000173,7.421449975454585,-0.8051511199996824,913.802661489997
2020-10-31,21,7,14,33.33,-8.6674556400003,-0.4127359828571572,-0.2751823999999033,905.1352058499967
2020-11-30,17,7,10,41.18,-10.350712480000432,-0.6088654400000254,-1.4144954000002217,894.7844933699963
